Coptic,English,File Path,Start Line,End Line
ⲟⲩⲯⲩⲭⲏ ⲇⲉ ⲛⲟⲩⲱⲧ ⲧⲉ ⲛⲧⲁϥⲧⲁⲁⲥ ⲛⲁⲛⲟⲩ ⲉⲛϣⲁⲛⲧⲁⲕⲟⲥ ⲇⲉ ϩⲓⲧⲛⲧⲁⲙⲉⲗⲓⲁ ⲉⲛⲁⲱⲛϩ ⲛⲁϣ ⲛϩⲉ ·,"The soul, however, which hath been made for us is one only, and if we destroy it through carelessness, by what manner of means shall we live?",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,7640,7676
ⲙⲁⲣⲛϥⲓⲡⲣⲟⲟⲩϣ ϭⲉ ⲛⲧⲁⲓ · ⲛⲧⲛⲧⲙⲕⲁϭⲉⲗⲁⲁⲩ ⲛⲧⲡⲉ ⲙⲡⲉⲥⲟⲩϫⲁⲓ ⲉⲃⲟⲗ ϫⲉⲧⲁⲓ ⲧⲉⲧⲟⲩⲛⲁⲧⲁϩⲟⲥ ⲉⲣⲁⲧⲥ ⲉⲕⲣⲓⲛⲉ ⲙⲙⲟⲥ ⲁⲩⲱ ⲉⲧⲣⲉⲥⲁⲡⲟⲗⲟⲅⲓⲍⲉ ϩⲓⲡⲃⲏⲙⲁ ⲉⲧⲙⲙⲁⲩ ·,"Let us take exceedingly great care that we do not permit anything whatsoever to become of more importance than the health of the soul, for it is the soul which will be set up to be judged, and it is the soul which will have to defend (the body) before that Throne.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,7681,7740
ⲉⲕϣⲁⲛϫⲟⲟⲥ ⲇⲉ ⲙⲡⲉⲟⲩⲟⲉⲓϣ ⲉⲧⲙⲙⲁⲩ ⲛⲁϩⲣⲙⲡⲣⲉϥϯϩⲁⲡ ϫⲉⲛⲉⲭⲣⲏⲙⲁ ⲛⲉ ⲛⲧⲁⲩⲁⲡⲁⲧⲁ ⲙⲙⲟⲓ ·,"If thou shalt say at that time to the Judge, ' The possessions of this world outwitted me'",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,7745,7774
ϥⲛⲁⲟⲩⲱϣⲃ ⲛⲁⲕ ⲛϭⲓⲡⲇⲓⲕⲁⲥⲧⲏⲥ ϫⲉⲉⲓⲉ ⲙⲡⲕⲥⲱⲧⲙ ⲉⲣⲟⲓ ⲉⲓⲱϣ ⲉⲃⲟⲗ ⲉⲣⲟⲕ · ϫⲉⲉⲣⲉⲡⲣⲱⲙⲉ ⲛⲁϯϩⲏⲩ ⲛⲟⲩ ⲉϥϣⲁⲛϯϩⲏⲩ ⲙⲡⲕⲟⲥⲙⲟⲥ ⲧⲏⲣϥ ⲛϥϯⲟⲥⲉ ⲛⲧⲉϥⲯⲩⲭⲏ ·,"He 'Who judgeth shall make answer unto thee saying, Didst thou then not hear Me when I cried out to thee, In what shall a man be benefited if he gain the whole world and suffer the loss of his soul?'",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,7779,7838
ⲏ ⲟⲩ ⲡⲉⲧⲉⲣⲉⲡⲣⲱⲙⲉ ⲛⲁⲧⲁⲁϥ ⲛϣⲃⲉⲓⲱ ⲛⲧⲉϥⲯⲩⲭⲏ ·,Or what shall a man give in exchange for his soul?,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,7843,7861
ϥⲛⲁϫⲟⲟⲥ ϫⲉⲛⲁⲕ ⲟⲛ ϫⲉⲙⲡⲉⲩϩⲁ ϯϩⲏⲩ ⲛⲗⲁⲁⲩ ⲛⲧⲉⲣⲉⲥϫⲟⲟⲥ ϫⲉⲡϩⲟϥ ⲡⲉ ⲛⲧⲁϥⲣϩⲁⲗ ⲙⲙⲟⲓ :,"And He shall say unto thee, moreover, ' Eve profited nothing when she said, 'The serpent deceived me.'",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,7866,7902
ⲧⲉⲛⲟⲩ ϭⲉ ⲛⲉⲥⲛⲏⲩ ⲉⲁⲛⲕⲁⲛⲁⲓ ϩⲙⲡⲉⲛϩⲏⲧ ·,"Further, O my brethren, let us set these things in our hearts.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,7907,7922
ⲁⲙⲏⲉⲓⲛ ⲛⲧⲛⲧⲟⲩⲛⲟⲥ ⲉϩⲣⲁⲓ ⲙⲡⲉⲛⲟⲩⲣⲟⲧ ⲙⲙⲓⲛⲙⲙⲟⲛ ·,"Come ye, let us rise up of ourselves with glad readiness.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,7927,7940
ⲁⲙⲏⲉⲓⲛ ⲛⲧⲛϯⲉⲟⲟⲩ ⲙⲡⲛⲟⲩⲧⲉ ⲙⲡⲁⲧⲉⲡⲕⲁⲕⲉ ϣⲱⲡⲉ · ⲉⲙⲡⲁⲧⲉϥⲉⲓ ⲉϫⲱⲛ ⲛϭⲓⲡⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ ⲡⲛⲟϭ ⲉⲧⲟⲩⲟⲛϩ ⲉⲃⲟⲗ ·,"Come ye, let us ascribe glory to God, before the darkness cometh, and before there cometh upon us that great and shining day,",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,7945,7980
ⲡⲁⲓ ⲉⲛⲧⲁⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ ϣⲁϫⲉ ⲉⲧⲃⲏⲏⲧϥ ϫⲉⲉⲓⲥ ⲡϫⲟⲉⲓⲥ ⲛⲏⲩ ·,"concerning which the Prophet spake saying, ' Behold, God cometh!",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,7985,8002
ⲛⲓⲙ ⲡⲉⲧⲛⲁϣϩⲩⲡⲟⲙⲓⲛⲉ ⲉⲡⲉϩⲟⲟⲩ ⲙⲡⲉϥⲓ ⲉϩⲟⲩⲛ ·,Who shall be able to abide the day in which He cometh?,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8007,8022
ⲟⲩϩⲟⲧⲉ ⲡⲉ ⲡⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ · ⲟⲩϩⲟⲟⲩ ⲡⲉ ⲛⲕⲁⲕⲉ ⲡⲉ ϩⲓϭⲟⲥⲙ · ⲟⲩϩⲟⲟⲩ ⲡⲉ ⲛⲕⲗⲟⲟⲗⲉ ⲡⲉ ϩⲓϩⲧⲟⲙⲧⲙ · ⲟⲩϩⲟⲟⲩ ⲡⲉ ⲛⲁϣϣⲕⲁⲕ ϩⲓⲥⲁⲗⲡⲓⲅⲝ ·,"That day shall be a day of terror, a day of darkness and blackness, a day of cloud and gloom, a day of blasts of the trumpet.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8027,8072
ⲁⲗⲗⲁ ⲙⲉϣⲁⲕ ⲕⲛⲁϫⲟⲟⲥ ϫⲉⲛⲓⲙ ⲡⲉⲧⲛⲁϣⲣⲃⲟⲗ ⲉⲛⲁⲓ ⲧⲏⲣⲟⲩ ·,"Peradventure thou wilt say, 'Who shall be able to escape all these things?'",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8077,8099
ⲥⲱⲧⲙ ⲁⲛⲟⲕ ⲡⲉⲧⲛⲁⲧⲥⲁⲃⲟⲕ ·,"Hearken, it is I who will tell thee.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8104,8112
ⲙⲡⲣⲙⲉⲉⲩⲉ ⲅⲁⲣ ϫⲉⲉⲕϣⲁⲛϩⲁⲣⲉϩ ⲉⲡⲉⲕⲥⲱⲙⲁ ⲙⲙⲁⲧⲉ ⲉϥⲟⲩⲁⲁⲃ ⲉⲕⲛⲁϣⲣⲃⲟⲗ ·,Now thou must not imagine that thou wilt escape merely by keeping thy body in a state of purity; on the contrary (these things also must thou do).,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8117,8140
ⲁⲗⲗⲁ ϩⲟⲧⲁⲛ ⲉⲣϣⲁⲛⲟⲩⲁ ⲣⲟⲩⲡⲉⲧϩⲟⲟⲩ ⲛⲁⲕ ⲛⲅⲣⲟⲩⲡⲉⲧⲛⲁⲛⲟⲩϥ ⲛⲁϥ ⲉⲡⲉϥⲙⲁ ·,Whensoever any man doeth unto thee that which is evil thou must do unto him that which is good in return.,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8145,8171
ϩⲟⲧⲁⲛ ⲉⲩϣⲁⲛⲇⲓⲁⲃⲁⲗⲗⲉ ⲙⲙⲟⲕ ⲛⲧⲟⲕ ϩⲱⲱⲕ ⲛⲅⲫⲓⲗⲟⲥⲟⲫⲓ ·,Whensoever men make false accusations against thee thou must continue to lead a well-ordered life.,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8176,8191
ϩⲟⲧⲁⲛ ⲉⲩϣⲁⲛⲥⲁϩⲟⲩ ⲙⲙⲟⲕ ⲛⲧⲟⲕ ϩⲱⲱⲕ ⲛⲅⲥⲙⲟⲩ ⲉⲣⲟⲟⲩ ·,"Whensoever men curse (or, revile) thee, thou must bless them in return.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8196,8214
ϩⲟⲧⲁⲛ ⲉⲕϣⲁⲛⲛⲏⲥⲧⲉⲩⲉ ⲛⲅⲧⲙϫⲓⲥⲉ ⲛϩⲏⲧ · ⲕⲁⲓ ⲕⲁⲣⲡⲟⲥⲥⲁϩⲱⲕ ⲉⲃⲟⲗ ⲁⲛ ⲛⲛϭⲓⲛⲟⲩⲟⲟⲙ ⲙⲙⲁⲧⲉ ⲡⲉ ⲧⲛⲏⲥⲧⲉⲓⲁ ⲙⲉ · ⲁⲗⲗⲁ ⲡⲥⲁϩⲱⲕ ⲟⲛ ⲡⲉ ⲉⲃⲟⲗ ⲛⲛⲛⲟⲃⲉ ·,"Whensoever thou shalt fast thou shalt not be puffed up thereby, for it is not thine abstinence from eating only which is true fasting, but also thine abstinence from sin.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8219,8263
ϣϣⲉ ⲉⲣⲟⲛ ⲉⲧⲣⲉⲛϩⲟⲧϩⲧ ϩⲛⲛⲉⲅⲣⲁⲫⲏ ·,It is meet for us to search carefully the Scriptures.,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8268,8281
ϯϩⲧⲏⲕ ⲅⲁⲣ ϫⲉⲟⲩϭⲉⲣⲟⲃ ⲛϣⲉ ⲛⲕⲁⲣⲟⲓⲁ ⲡⲉⲛⲧⲁⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ ⲛⲁⲩ ⲉⲣⲟϥ ⲛϣⲟⲣⲡ ·,"For observe that it was a staff of wood of the almond tree which the prophet saw at the beginning,",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8286,8316
ⲙⲛⲛⲥⲱⲥ ⲟⲩⲭⲁⲗⲕⲓⲟⲛ ⲉⲩⲥⲁϩⲧⲉ ϩⲁⲣⲟϥ ⲡⲉ · ⲉϥⲟⲩⲱⲛϩ ⲙⲡϩⲱⲃ ⲉⲃⲟⲗ ϫⲉⲡⲉⲧⲛⲁⲁⲛⲉⲭⲉ ⲁⲛ ⲙⲡϭⲉⲣⲱϥ ⲛⲧⲉⲥⲃⲱ ⲙⲡⲉⲓⲙⲁ · ⲡⲕⲱϩⲧ ⲛⲧⲕⲉϩⲉⲛⲛⲁ ⲡⲉⲧⲛⲁⲇⲟⲕⲓⲙⲁⲍⲉ ⲙⲙⲟϥ ϩⲙⲡⲕⲉⲙⲁ ·,"but afterwards it was a brazen vessel of fire which actually appeared to him, which indicated that he who will not lay hold on the rod",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8321,8385
ϩⲙⲡⲉⲓⲥⲙⲟⲧ ⲟⲛ ⲛⲟⲩⲱⲧ ⲛⲧⲁⲩⲧⲥⲁⲃⲉ ⲙⲱⲩⲥⲏⲥ ⲉⲩⲥⲧⲏⲗⲟⲥ ⲛⲟⲩⲟⲉⲓⲛ · ⲙⲛⲟⲩⲥⲧⲏⲗⲟⲥ ⲛⲕⲱϩⲧ · ⲉϥⲁϣϣⲕⲁⲕ ⲉⲃⲟⲗ ⲉⲟⲩⲟⲛ ⲛⲓⲙ ϫⲉⲡⲉⲧⲛⲁⲥⲱⲧⲙ ⲛⲥⲁⲡⲛⲟⲙⲟⲥ ϥⲛⲁⲁⲡⲟⲗⲁⲩⲉ ⲙⲡⲟⲩⲟⲉⲓⲛ ⲙⲉ ⲉⲧϩⲟⲗϭ · ⲡⲉⲧⲛⲁⲣⲁⲧⲥⲱⲧⲙ ⲥⲉⲛⲁⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙⲙⲟϥ ⲉⲡⲕⲱϩⲧ ·,"Moreover, in this same manner did Moses teach the people, with a pillar of light and a pillar of fire. He cried out unto every one saying-, He who will hearken to the Law shall have the enjoyment of the light which is true and pleasant, and he who will not hearken shall be delivered over to the fire.'",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8390,8470
ⲱϣ ϩⲛⲛⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ ⲛⲧⲉⲧⲛⲉⲓⲙⲉ ϫⲉⲉⲛϣⲁⲛⲉⲓ ⲉⲃⲟⲗ ϩⲙⲡⲉⲓⲕⲟⲥⲙⲟⲥ · ⲙⲛⲗⲁⲁⲩ ⲛⲁϣⲃⲟⲏⲑⲉⲓ ⲉⲣⲟⲛ ·,"Read ye the Gospels, and ye shall know that when we shall go forth from this world there is nothing whatsoever which will help us.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8475,8504
ⲙⲛⲟⲩⲥⲟⲛ ⲛⲁϣⲥⲉⲧⲟⲩⲥⲟⲛ ⲉⲃⲟⲗ ϩⲛⲛⲃⲁⲥⲁⲛⲟⲥ ⲛⲁⲧⲱϫⲛ · ⲙⲛⲟⲩϣⲃⲏⲣ ⲛⲁϣⲃⲟⲏⲑⲉⲓ ⲉⲡⲉϥϣⲃⲏⲣ ·,"No brother shall be able to set free (another) brother from the punishment which never endeth, and no friend shall be able to help his friend;",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8509,8540
ⲟⲩⲇⲉ ϩⲉⲛⲉⲓⲟⲧⲉ ⲛⲛⲉⲩϣⲏⲣⲉ ⲟⲩⲇⲉ ϩⲉⲛϣⲏⲣⲉ ⲛⲛⲉⲩⲉⲓⲟⲧⲉ ·,"neither shall fathers be able to help their children, nor children their fathers.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8545,8561
ⲁⲩⲱ ⲁϩⲣⲟⲓ ⲉⲓϣⲁϫⲉ ⲉⲧⲃⲉϩⲉⲛⲣⲱⲙⲉ ⲛⲧⲉⲓϩⲉ ϩⲁⲡⲗⲱⲥ ·,But why should I speak of ordinary men in this manner?,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8566,8583
ⲟⲩⲇⲉ ⲅⲁⲣ ⲛⲱϩⲉ ⲙⲛⲇⲁⲛⲓⲏⲗ ⲙⲛⲓⲱⲃ · ⲥⲉⲛⲁϣⲧⲟⲩϫⲉϣⲏⲣⲉ ⲁⲛ ⲟⲩⲇⲉ ϣⲉⲉⲣⲉ ·,"For neither Noah, nor Daniel, nor Job, would be able to set free either son or daughter.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8588,8607
ⲁⲗⲗⲁ ⲡⲟⲗⲗⲁⲕⲓⲥ ⲕⲛⲁϫⲟⲟⲥ ⲛⲁⲓ ϫⲉⲁϣ ⲧⲉ ⲧⲁⲡⲟⲇⲓⲝⲓⲥ ⲛⲛⲉⲓϣⲁϫⲉ ·,"Now many times thou wilt say to me, 'What is the proof of these words?",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8612,8631
ⲁⲛⲁⲩ ⲉⲡⲉⲓⲣⲱⲙⲉ ⲉⲙⲛϩⲃⲥⲱ ⲙⲙⲁ ⲛϣⲉⲗⲉⲉⲧ ϩⲓⲱⲱϥ · ⲛⲧⲉⲣⲟⲩⲛⲟϫϥ ⲉⲃⲟⲗ ϩⲙⲡⲙⲁ ⲛϣⲉⲗⲉⲉⲧ ·,"(I will tell thee.) Consider the man who had not on him the wedding garment, and observe that, after they had cast him forth from the bridal chamber,",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8636,8668
ⲙⲡⲉⲗⲁⲁⲩ ϩⲛⲛⲉⲧⲛⲏϫⲡⲣⲉⲥⲃⲉⲩⲉ ϩⲁⲣⲟϥ ·,there was not one of those that sat at meat who interceded for him.,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8673,8684
ⲁⲛⲁⲩ ⲟⲛ ⲉⲡϩⲙϩⲁⲗ ⲉⲛⲧⲁⲩϯ ⲛⲁϥ ⲙⲡϭⲓⲛϭⲱⲣ ϫⲉⲛⲧⲉⲣⲟⲩⲛⲟϫϥ ⲉⲡⲕⲁⲕⲉ ⲉⲧϩⲓⲃⲟⲗ ·,"Consider, moreover, the servant unto whom the talent was given, and observe that, after he had been cast forth into the outer darkness,",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8689,8720
ⲙⲡⲉⲗⲁⲁⲩ ⲡⲁⲣⲁⲕⲁⲗⲉⲓ ⲉϫⲱϥ ·,there was no man who made an appeal on his behalf.,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8725,8732
ⲁⲛⲁⲩ ⲟⲛ ⲉⲧϯⲉⲙⲡⲁⲣⲑⲉⲛⲟⲥ ϫⲉⲛⲧⲉⲣⲟⲩϣⲧⲁⲙ ⲉⲣⲱⲟⲩ ⲙⲡⲣⲟ ⲙⲡⲙⲁ ⲛϣⲉⲗⲉⲉⲧ ·,"Consider, moreover, the five virgins, and observe that after the door of the bridal chamber had been shut in their faces (or, mouths),",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8737,8764
ⲙⲡⲉⲛⲉⲩϣⲃⲣⲡⲁⲣⲑⲉⲛⲟⲥ ⲁⲝⲓⲟⲩ ⲙⲡⲛⲩⲙⲫⲓⲟⲥ ϩⲁⲣⲟⲟⲩ · ⲛⲁⲓ ⲉⲛⲧⲁⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲙⲟⲩⲧⲉ ⲉⲣⲟⲟⲩ ϫⲉⲥⲟϭ ·,none of their fellow-virgins asked the bridegroom for a recompense for those whom Christ called foolish,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8769,8796
ⲉⲃⲟⲗ ϫⲉⲙⲛⲛⲥⲁⲧⲣⲉⲩⲕⲁⲧⲁⲡⲁⲧⲓ ⲙⲡϣⲁϩ ⲛⲧϩⲏⲇⲟⲛⲏ · ⲁⲩⲱ ⲛⲥⲉⲱϣⲙ ⲛⲧⲉϩⲣⲱ ⲛⲧⲉⲡⲏⲑⲩⲙⲓⲁ · ⲙⲛⲛⲥⲁϩⲉⲛⲛⲏⲥⲧⲓⲁ ⲉⲛⲁϣⲱⲟⲩ ⲙⲛϩⲉⲛⲟⲩϣⲏ ⲛⲣⲟⲉⲓⲥ ⲙⲛⲛⲥⲁϩⲉⲛϭⲓⲛ ⲛⲕⲟⲧⲕ ϩⲓⲡⲉⲥⲏⲧ ·,"Although they had trampled under foot the flame of pleasure, and had extinguished the fire of desire, and had kept protracted fasts, and had passed whole nights in vigil, and had slept on the ground, although, I say, they had done all these things,",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8801,8856
ⲧⲟⲧⲉ ⲁⲩⲙⲟⲩⲧⲉ ⲉⲣⲟⲟⲩ ϫⲉⲥⲟϭ · ⲁⲩⲱ ⲇⲓⲕⲁⲓⲱⲥ ⲁⲗⲏⲑⲱⲥ ⲁⲩⲙⲟⲩⲧⲉ ⲉⲣⲟⲟⲩ ⲙⲡⲉⲓⲣⲁⲛ · ⲉⲃⲟⲗ ϫⲉⲡⲛⲟϭ ⲙⲉⲛ ⲛϩⲱⲃ ⲛⲧⲉⲧⲡⲁⲣⲑⲉⲛⲓⲁ ⲁⲩⲕⲁⲧⲟⲣⲑⲟⲩ ⲙⲙⲟϥ ·,"He called them 'foolish', and in very truth rightly did He call them by this name, because, though they had observed the great",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8861,8908
ⲡⲕⲟⲩⲓ ⲇⲉ ⲉⲧⲙⲉⲧⲛ ⲛⲧⲉⲧⲙⲛⲧⲙⲁⲓⲣⲱⲙⲉ ⲁⲩⲟⲃϣⲟⲩ ⲉⲣⲟϥ ·,they had forgotten to observe the little commandment which inculcated charity.,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8913,8933
ⲙⲉⲉⲩⲉ ⲉⲃⲟⲗ ⲉⲡⲉⲕⲣⲓⲧⲏⲥ ⲉϥⲧⲁϩⲟ ⲉⲣⲁⲧⲟⲩ ⲛⲛⲉⲥⲟⲟⲩ ϩⲓⲟⲩⲛⲁⲙ ⲙⲙⲟϥ · ⲛⲃⲁⲁⲙⲡⲉ ⲇⲉ ⲛⲁⲧⲕⲁⲣⲡⲟⲥ ϩⲓϩⲃⲟⲩⲣ ⲙⲙⲟϥ · ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲛⲉⲧϩⲓⲟⲩⲛⲁⲙ ⲙⲙⲟϥ ϫⲉⲁⲙⲏⲉⲓⲛ ⲛⲧⲉⲧⲛⲕⲗⲏⲣⲟⲛⲉⲓ ⲛⲧⲙⲛⲧⲣⲣⲟ ·,"Think of the Judge Who setteth the sheep on His right hand, and the unfruitful goats on His left. Unto those who are on His right hand He saith, ' Come ye, and inherit the kingdom",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,8938,9003
ⲛⲉⲧϩⲓϩⲃⲟⲩⲣ ⲇⲉ ϩⲱⲱϥ ⲉϥⲛⲟⲩϫⲉ ⲙⲙⲟⲟⲩ ⲉⲃⲟⲗ ⲉⲡⲕⲁⲕⲉ ⲉⲧϩⲓⲃⲟⲗ ⲙⲡⲉⲗⲁⲁⲩ ϩⲛⲛⲉⲧϩⲓⲟⲩⲛⲁⲙ ϣϭⲙϭⲟⲙ ⲉⲃⲟⲏⲑⲉⲓ ⲉⲣⲟⲟⲩ ·,"and those who are on (His) left He Himself casteth forth into the outer darkness, and none of those who are on the right hand is able to help them.",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,9008,9049
ⲟⲩⲙⲉ ⲡⲉⲛⲧⲁϥϫⲟⲟⲥ ϫⲉⲉⲓⲥ ⲡⲣⲱⲙⲉ ⲙⲛⲡⲉϥϩⲱⲃ ·,"Verily, true is that proverb which saith, ' Behold the man and his work'",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,9054,9074
ⲉⲓⲉ ⲙⲡⲕⲥⲱⲧⲙ ⲉⲧⲃⲉⲡⲉⲓⲣⲙⲙⲁⲟ ⲉⲧⲙⲙⲁⲩ ⲡⲁⲓ ⲉⲛⲧⲁϥⲣⲟⲩⲁϩⲉⲓⲏⲧ ⲉϩⲟⲩⲛ ⲉⲗⲁⲍⲁⲣⲟⲥ ϫⲉⲉⲛⲉϥⲉⲡⲏⲑⲩⲙⲉⲓ ⲉⲩⲧⲗⲧⲓⲗⲉ ⲙⲙⲟⲟⲩ ⲉⲩⲣⲱⲕϩ ⲙⲙⲟϥ ϩⲙⲡⲙⲁ ⲛⲛⲃⲁⲥⲁⲛⲟⲥ ·,"Behold, hast thou not heard concerning that rich man, between whom and Lazarus a gulf had been made, who wished him to sprinkle water (on his tongue) as he was burning in the place of punishment?",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,9079,9129
ⲕⲛⲁⲩ ϫⲉⲙⲡⲉⲁⲃⲣⲁϩⲁⲙ ⲉϣⲧⲟⲩϫⲟϥ ⲉⲃⲟⲗ ϩⲙⲡⲙⲁ ⲛⲛⲃⲁⲥⲁⲛⲟⲥ · ⲕⲉⲡⲉⲣⲁϥⲥⲉⲡⲥⲱⲡϥ ·,"And thou sawest also that Abraham was not able to set the rich man free from the place of punishment, although the rich man entreated him (to do so).",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,9134,9160
ⲟⲩⲕ ⲟⲩⲛ ⲙⲁⲣⲛⲃⲟⲏⲑⲉⲓ ⲉⲣⲟⲛ ⲙⲙⲓⲛⲙⲙⲟⲛ ϫⲓⲛⲙⲡⲉⲓⲙⲁ · ⲛⲧⲛϯⲉⲟⲟⲩ ⲙⲡⲛⲟⲩⲧⲉ ⲙⲡⲁⲧⲉⲡⲕⲁⲕⲉ ϣⲱⲡⲉ · ⲉⲧⲉⲡⲁⲓ ⲡⲉ ϫⲉⲙⲡⲁⲧⲟⲩⲉⲝⲱⲣⲓⲍⲉ ⲙⲙⲟⲛ ⲉⲡⲕⲁⲕⲉ ·,"Ought we not, then, to help ourselves in this world, and to ascribe glory to God before the darkness cometh, that is to say, before we are banished into the darkness?",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,9165,9214
ⲛⲁⲛⲟⲩⲥ ⲉⲧⲣⲉⲡⲉⲛⲗⲁⲥ ϣⲟⲟⲩⲉ ⲙⲡⲉⲓⲙⲁ ϩⲓⲧⲛⲧⲛⲏⲥⲧⲉⲓⲁ · ⲛϩⲟⲩⲟ ⲉⲧⲣⲉⲛⲉⲡⲏⲑⲩⲙⲉⲓ ⲉⲩⲧⲗⲧⲓⲗⲉ ⲙⲙⲟⲟⲩ ϩⲙⲡⲕⲉⲙⲁ ⲛⲥⲉⲧⲙϯ ⲛⲁⲛ ·,It is far better to have our tongue parched in this world by fasting than for us to wish to have water sprinkled (upon it) in that place where water will not be given unto us.,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,9219,9265
ⲙⲁⲣⲛⲥⲡⲟⲩⲇⲁⲍⲉ ⲉⲣⲣⲙϩⲉ ⲉⲃⲟⲗ ϩⲛϩⲉⲛⲛⲟϭ ⲛⲃⲁⲥⲁⲛⲟⲥ ϩⲓⲧⲛϩⲉⲛⲕⲟⲩⲓ ⲛϩⲓⲥⲉ ⲙⲡⲉⲓⲙⲁ ·,Let us put forth our utmost endeavour to free ourselves from this great torture through a few sufferings in this world.,john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,9270,9296
ⲁⲣⲓⲡⲙⲉⲉⲩⲉ ϫⲉⲉⲣϣⲁⲛⲟⲩϩⲙⲟⲙ ⲛϣⲱⲛⲉ ⲉⲓ ⲉϫⲱⲛ · ⲛϩⲉⲛⲕⲟⲩⲓ ⲛϩⲟⲟⲩ · ⲁⲩⲱ ⲉⲛϣⲁⲛⲛⲁⲩ ⲉⲛⲉⲧⲟⲩⲕⲟⲗⲁⲍⲉ ⲙⲙⲟⲟⲩ ϩⲓⲧⲛⲛⲣⲉϥϯϩⲁⲡ ⲙⲡⲕⲟⲥⲙⲟⲥ ϣⲁⲣⲉⲟⲩⲥⲧⲱⲧ ⲧⲁϩⲟⲛ ⲙⲛⲟⲩϣⲧⲟⲣⲧⲣ · ⲕⲉⲡⲉⲣ ϣⲁⲟⲩⲕⲟⲩⲓ ⲛⲁⲡⲣⲏⲧⲉ ⲧⲉ ⲧⲕⲟⲗⲁⲥⲓⲥ ⲙⲛⲡⲙⲁ ⲛϯϩⲁⲡ ⲙⲡⲉⲓⲙⲁ ·,"Remember when the fever of sickness cometh upon us, or a few disasters (or, calamities), or when we look upon those who are punished by the judge in (this) world, whereupon horror and quaking seize upon us, notwithstanding the fact that both the punishment and the place of judgement (endure) only for a very short space of time, remember,",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,9301,9382
